time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
2022/9/1 0:00,58.91666666666666,31.5,15.749999999999998,154.58333333333331,127.45833333333331,135.91666666666663,309.66666666666663,30.33333333333333,126,89.24999999999999,10531.25,7980.583333333333,25.08333333333333,5381.083333333333,481.5,18.08333333333333,58.91666666666666,154.58333333333331,3300.6666666666665,91,11.666666666666664,226.3333333333333,58.333333333333314,114.33333333333331,360.9166666666666,34.12499999999999,5395.916666666666,41.41666666666666,40.83333333333333,30.333333333333325,44.91666666666666,32.66666666666666,52.20833333333332,23.333333333333325,46.66666666666666,9126.75
2022/9/1 1:00,51.91666666666666,28,14,144.08333333333331,140,148.16666666666666,309.66666666666663,30.916666666666664,129.5,88.66666666666664,12121.25,7637,13.999999999999996,4826.666666666667,557.8333333333333,21,62.41666666666665,132.70833333333331,1816.5833333333333,92.74999999999996,10.5,214.0833333333333,60.08333333333332,115.5,432.58333333333326,39.08333333333333,4624.916666666667,40.54166666666666,43.16666666666666,27.125,35.58333333333332,28.58333333333333,49.29166666666665,35.58333333333332,39.66666666666666,9111
2022/9/1 2:00,58.33333333333333,29.75,13.999999999999996,152.83333333333334,136.5,146.70833333333334,290.99999999999994,31.499999999999982,127.75,92.16666666666664,12961.25,4507.333333333334,19.83333333333333,2637,502.9999999999999,22.166666666666664,62.99999999999999,133.875,2856,93.33333333333331,9.333333333333332,291.08333333333326,54.833333333333314,124.24999999999996,405.58333333333326,33.83333333333333,4351.833333333333,40.54166666666666,46.08333333333332,33.54166666666666,35.58333333333332,32.08333333333333,48.99999999999999,27.416666666666657,46.66666666666666,6961.5
2022/9/1 3:00,62.41666666666666,32.66666666666666,17.499999999999996,160.41666666666666,153.12499999999994,151.08333333333331,296.5,30.916666666666664,131.25,106.75,13808.75,2299.1666666666665,22.166666666666664,1895.5,486.5,26.83333333333333,53.66666666666666,125.41666666666666,3203,95.08333333333331,12.249999999999998,279.99999999999994,57.74999999999999,117.24999999999996,423.24999999999983,34.70833333333333,3491.833333333333,47.24999999999999,45.5,32.37499999999999,38.5,37.91666666666666,47.83333333333333,21.58333333333333,47.24999999999999,6510.916666666666
2022/9/1 4:00,56.583333333333314,31.5,14.583333333333329,155.75,141.16666666666666,149.33333333333331,296.25,33.83333333333332,128.91666666666666,95.66666666666664,13303.75,1825.1666666666663,19.25,1600.5,486.25,22.166666666666664,61.24999999999999,131.83333333333331,3397.7500000000005,92.75,8.166666666666666,223.4166666666666,57.16666666666666,120.75,405.58333333333326,35.58333333333333,3896.5,41.125,46.08333333333333,31.20833333333333,35.58333333333333,32.08333333333333,49.583333333333314,29.16666666666666,44.91666666666666,6722.166666666666
2022/9/1 5:00,56.583333333333314,28.583333333333325,17.499999999999996,152.24999999999997,153.41666666666666,154.58333333333331,302.0833333333333,32.666666666666664,130.08333333333331,95.66666666666666,13391.25,2410.1666666666665,15.166666666666664,2424.333333333333,520.9166666666665,26.25,58.91666666666666,130.66666666666663,3179.5000000000005,88.08333333333331,8.166666666666664,288.74999999999994,56.58333333333333,119,454,36.16666666666666,3973.083333333333,46.37499999999999,44.33333333333333,29.166666666666664,35.58333333333333,34.41666666666666,48.99999999999999,29.166666666666657,43.75,8118.5
2022/9/1 6:00,61.83333333333333,28,15.166666666666664,149.91666666666666,135.625,151.66666666666666,304.9166666666667,36.16666666666666,121.3333333333333,96.83333333333331,13426.25,5811.833333333333,21.58333333333333,5954,503.4166666666666,26.83333333333333,53.08333333333332,118.99999999999996,3375.416666666667,101.5,5.249999999999998,211.75,60.66666666666666,120.16666666666664,441.5,35.291666666666664,7898.499999999999,46.37499999999999,51.91666666666666,32.95833333333332,29.166666666666657,36.16666666666666,44.33333333333333,25.66666666666666,44.91666666666666,8945.083333333334
2022/9/1 7:00,54.25,29.166666666666664,16.916666666666664,148.75,137.95833333333331,135.04166666666663,256.5833333333333,28,94.5,82.24999999999999,13868.75,6562.833333333332,17.5,5718.166666666667,449.1666666666666,15.749999999999996,44.91666666666666,113.16666666666666,3366.083333333333,96.83333333333331,5.833333333333332,237.4166666666666,57.16666666666666,107.33333333333331,355.91666666666663,31.791666666666657,6889.999999999999,47.54166666666667,35.583333333333336,28.58333333333332,27.41666666666666,33.24999999999999,51.04166666666665,25.666666666666657,40.83333333333333,9037.458333333334
2022/9/1 8:00,44.91666666666666,42.58333333333332,39.08333333333333,184.3333333333333,84.29166666666666,121.625,249.5833333333333,25.08333333333333,41.41666666666666,60.66666666666666,10810,3590.833333333333,48.41666666666666,2823.4166666666665,274.25,9.916666666666664,30.33333333333333,90.99999999999996,4372.666666666666,168,22.166666666666664,199.5,81.08333333333331,72.33333333333331,293.66666666666663,29.45833333333333,2234.333333333333,65.33333333333333,32.08333333333333,41.41666666666665,18.666666666666664,25.08333333333333,57.45833333333332,21.58333333333333,30.916666666666664,4262.333333333333
2022/9/1 9:00,35.58333333333333,55.99999999999999,71.16666666666666,193.66666666666663,96.54166666666666,117.83333333333331,213.8333333333333,28,22.75,58.91666666666665,5220,1631.583333333333,54.24999999999999,790.25,224.5833333333333,11.666666666666664,24.5,76.99999999999999,4517.5,190.75,32.083333333333336,117.83333333333331,100.91666666666669,51.91666666666666,209.25,23.916666666666664,971.7499999999998,106.16666666666664,22.166666666666664,51.04166666666666,14.583333333333332,21.58333333333333,61.833333333333314,16.916666666666664,30.916666666666664,2040.5416666666667
