time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
2022/9/1 0:00,1.004,0.9151375,1,0.8087142857142856,0.7949999999999999,0.9280000000000002,0.3,1.1025,0.8,1.075,0.3067,0.4919,1.2,0.75,0.787142857142857,0.9066666666666666,1,0.7999999999999999,1.02,1.2425,0.8,0.26,0.90588,1.14,0.6396000000000001,0.7100000000000001,0.941,1.07,1.2,1.0100000000000002,0.79,1.064,0.976,1,1.112,0.7434368421052628
2022/9/1 1:00,1.004,0.9151375,1,0.8087142857142856,0.7949999999999999,0.9280000000000002,0.3,1.1025,0.8,1.075,0.3067,0.4919,1.2,0.75,0.787142857142857,0.9066666666666666,1,0.7999999999999999,1.0016666666666667,1.2425,0.8,0.26,0.90588,1.14,0.6396000000000001,0.7100000000000001,0.941,1.07,1.2,1.0100000000000002,0.79,1.064,0.976,1,1.112,0.7434368421052628
2022/9/1 2:00,1.004,0.9151375,1,0.8087142857142856,0.7966666666666667,0.9280000000000002,0.3,1.09,0.8,1.075,0.3067,0.4844,1.2,0.735,0.787142857142857,0.9066666666666666,1,0.7999999999999999,1.0016666666666667,1.2425,0.8,0.26,0.90588,1.14,0.6396000000000001,0.7100000000000001,0.941,1.07,1.2,1.0100000000000002,0.79,1.064,0.976,1,1.112,0.7434368421052628
2022/9/1 3:00,1.004,0.9151375,1,0.8087142857142856,0.7966666666666667,0.9280000000000002,0.3,1.09,0.8,1.075,0.3067,0.4844,1.2,0.735,0.787142857142857,0.9066666666666666,1,0.7999999999999999,1.0016666666666667,1.2425,0.8,0.26,0.90588,1.14,0.6396000000000001,0.7100000000000001,0.941,1.07,1.2,1.0100000000000002,0.79,1.064,0.976,1,1.112,0.7434368421052628
2022/9/1 4:00,1.004,0.9151375,1,0.8087142857142856,0.7949999999999999,0.9280000000000002,0.3,1.1025,0.8,1.075,0.3067,0.4919,1.2,0.75,0.787142857142857,0.9066666666666666,1,0.7999999999999999,1.02,1.2425,0.8,0.26,0.90588,1.14,0.6396000000000001,0.7100000000000001,0.941,1.07,1.2,1.0100000000000002,0.79,1.064,0.976,1,1.112,0.7434368421052628
2022/9/1 5:00,1.004,0.9151375,1,0.8087142857142856,0.7949999999999999,0.9280000000000002,0.3,1.1025,0.8,1.075,0.3067,0.4919,1.2,0.75,0.787142857142857,0.9066666666666666,1,0.7999999999999999,1.0016666666666667,1.2425,0.8,0.26,0.90588,1.14,0.6396000000000001,0.7100000000000001,0.941,1.07,1.2,1.0100000000000002,0.79,1.064,0.976,1,1.112,0.7434368421052628
2022/9/1 6:00,1.004,0.9151375,1,0.8087142857142856,0.7949999999999999,0.9280000000000002,0.3,1.1025,0.8,1.075,0.3067,0.4919,1.2,0.75,0.787142857142857,0.9066666666666666,1,0.7999999999999999,1.02,1.2425,0.8,0.26,0.90588,1.14,0.6396000000000001,0.7100000000000001,0.941,1.07,1.2,1.0100000000000002,0.79,1.064,0.976,1,1.112,0.7434368421052628
2022/9/1 7:00,1.004,0.9151375,1,0.8721428571428571,0.7966666666666667,0.9280000000000002,0.95,1.09,0.8,1.075,0.2867,0.4794,1.2,0.735,0.8614285714285713,0.9066666666666666,1,0.7999999999999999,1.0016666666666667,1.2425,0.8,0.26,0.90588,1.14,0.7876,0.7100000000000001,0.941,1.07,1.2,1.0100000000000002,0.79,1.064,0.991,1,1.112,0.7434368421052628
2022/9/1 8:00,1.004,0.9706375,1,0.9355714285714286,0.8783333333333334,0.9280000000000002,0.95,1.09,0.8,1.075,0.7716,0.5957749999999999,1.2,0.97,0.8614285714285713,0.9066666666666666,1,0.7999999999999999,1.0016666666666667,1.2425,0.8,0.78,0.99468,1.14,0.9356,0.7100000000000001,1.0352,1.07,1.2,1.0100000000000002,0.79,1.064,0.976,1,1.112,0.7934368421052629
2022/9/1 9:00,1.004,0.9706375,1,0.9859285714285716,0.8783333333333334,0.9280000000000002,1.27,1.09,0.8,1.075,0.7716,0.713275,1.2,0.97,0.8928571428571427,0.9066666666666666,1,0.7999999999999999,1.0016666666666667,1.2425,0.8,0.78,0.99468,1.14,1.1706,0.7100000000000001,1.0352,1.07,1.2,1.0100000000000002,0.79,1.064,0.991,1,1.112,0.7934368421052629
