time,1,2,3,4,5,6,7,8,9,10
2022/9/1 0:00,92.16666666666669,68.24999999999999,40.54166666666666,201.25,18.375,326.6666666666667,87.20833333333331,30.333333333333325,18.08333333333333,81.95833333333331
2022/9/1 1:00,94.5,63.87499999999999,47.25,212.3333333333333,19.25,343.33333333333326,95.66666666666666,27.125,11.08333333333333,91
2022/9/1 2:00,93.33333333333331,64.45833333333333,36.74999999999999,209.7083333333333,19.54166666666666,336,87.5,33.54166666666666,10.499999999999996,83.41666666666666
2022/9/1 3:00,91.29166666666666,67.66666666666666,35.29166666666666,214.0833333333333,21.875,326.2083333333333,77.875,32.37499999999999,11.08333333333333,78.16666666666666
2022/9/1 4:00,92.16666666666666,67.08333333333333,40.24999999999999,201.25,16.041666666666668,321.24999999999994,93.91666666666666,31.20833333333333,8.749999999999998,83.41666666666666
2022/9/1 5:00,97.41666666666669,62.41666666666666,43.74999999999999,202.125,16.624999999999996,314.5833333333333,89.83333333333331,29.166666666666664,7.583333333333332,83.70833333333331
2022/9/1 6:00,86.33333333333333,67.95833333333333,30.916666666666657,211.45833333333323,21.875,361.12500000000006,85.45833333333333,32.95833333333332,10.499999999999996,84.87499999999999
2022/9/1 7:00,91.58333333333331,60.375,42.87499999999999,192.79166666666669,17.791666666666664,289.41666666666663,84.87499999999999,28.58333333333332,7.583333333333332,75.54166666666666
2022/9/1 8:00,74.66666666666667,57.74999999999999,81.37499999999999,161.87499999999994,54.83333333333333,303.7916666666667,72.91666666666666,41.41666666666665,11.083333333333329,64.45833333333331
2022/9/1 9:00,65.62499999999999,48.70833333333333,142.625,127.45833333333331,91.875,292.37499999999994,64.45833333333331,51.04166666666666,34.41666666666666,64.16666666666666
2022/9/1 10:00,59.208333333333336,40.83333333333333,194.25,136.20833333333331,107.04166666666664,298.04166666666663,64.16666666666666,52.79166666666666,38.49999999999999,73.20833333333331
2022/9/1 11:00,62.41666666666666,46.66666666666666,201.25,38.20833333333333,124.25,171.79166666666666,37.62499999999999,58.625,41.41666666666666,58.91666666666666
2022/9/1 12:00,64.16666666666666,58.62499999999998,196.5833333333333,37.91666666666666,122.79166666666666,291.625,54.54166666666666,62.99999999999999,37.33333333333332,60.66666666666666
2022/9/1 13:00,62.41666666666667,61.54166666666666,167.12499999999997,108.5,112.58333333333331,305.7083333333333,60.37499999999999,59.5,27.416666666666664,58.62499999999999
2022/9/1 14:00,66.50000000000001,58.62499999999999,196.29166666666663,111.41666666666669,120.45833333333331,289.3333333333333,52.20833333333333,64.16666666666666,35.58333333333333,56.58333333333332
2022/9/1 15:00,58.333333333333336,50.458333333333314,190.16666666666663,111.125,107.04166666666666,239.7083333333333,41.12499999999999,58.91666666666667,37.33333333333333,61.54166666666666
2022/9/1 16:00,53.66666666666667,56.00000000000001,201.25,109.37499999999996,105.875,263.2916666666667,39.95833333333333,62.70833333333333,34.41666666666666,60.37499999999999
2022/9/1 17:00,60.66666666666666,60.958333333333314,186.9583333333333,108.5,105.29166666666664,299.29166666666663,55.41666666666666,61.54166666666666,34.416666666666664,61.54166666666665
2022/9/1 18:00,74.08333333333331,58.91666666666666,136.49999999999997,116.375,57.45833333333333,247.75,44.04166666666666,53.66666666666666,27.41666666666666,59.79166666666666
2022/9/1 19:00,68.54166666666666,68.25,113.45833333333331,127.16666666666666,48.125,251.5,55.99999999999999,44.62499999999999,16.916666666666664,74.375
2022/9/1 20:00,79.91666666666664,81.08333333333331,95.08333333333331,149.33333333333334,41.70833333333333,287.2083333333333,62.12499999999999,39.95833333333333,13.999999999999998,80.79166666666666
2022/9/1 21:00,88.95833333333331,84.875,67.37499999999999,146.41666666666663,35.291666666666664,379,65.91666666666666,48.99999999999999,12.833333333333332,85.16666666666666
2022/9/1 22:00,96.25,74.66666666666667,56.29166666666666,200.66666666666663,23.91666666666666,342.3333333333333,83.99999999999999,39.08333333333333,10.499999999999996,67.95833333333331
2022/9/1 23:00,102.08333333333331,62.708333333333314,42.58333333333333,205.3333333333333,18.375,363.9999999999999,87.20833333333331,37.33333333333332,11.08333333333333,80.49999999999997
2022/9/2 0:00,107.33333333333334,68.83333333333331,51.33333333333333,227.5,21.58333333333333,375.08333333333326,83.41666666666666,38.49999999999999,12.83333333333333,76.70833333333331
2022/9/2 1:00,103.54166666666666,72.91666666666666,48.708333333333314,230.125,19.541666666666664,344.70833333333337,70.58333333333331,28.291666666666664,11.666666666666664,69.41666666666666
2022/9/2 2:00,103.25,65.33333333333331,41.70833333333333,227.79166666666663,21.29166666666666,362.8333333333333,73.20833333333331,28.875,11.666666666666664,81.95833333333333
2022/9/2 3:00,100.04166666666666,68.54166666666666,43.16666666666666,232.75,16.916666666666664,390.25,82.25,30.625,10.499999999999996,82.24999999999999
2022/9/2 4:00,100.91666666666669,73.20833333333333,44.04166666666666,235.375,19.25,351.41666666666663,74.66666666666666,29.45833333333333,8.166666666666664,72.33333333333331
2022/9/2 5:00,105,73.79166666666664,38.20833333333332,242.375,19.54166666666666,373.29166666666674,78.45833333333333,31.79166666666666,10.499999999999998,74.66666666666666
2022/9/2 6:00,98.5833333333333,74.08333333333331,30.916666666666657,231.29166666666663,17.499999999999996,406.70833333333326,82.83333333333331,35.58333333333333,7.58333333333333,88.95833333333331
2022/9/2 7:00,91.29166666666666,71.75,46.66666666666666,224.29166666666663,28,342.625,64.75,30.33333333333333,6.999999999999997,71.74999999999999
2022/9/2 8:00,71.75000000000001,59.5,104.12499999999996,184.625,55.99999999999999,338.875,51.62499999999999,39.66666666666666,20.416666666666664,72.91666666666666
2022/9/2 9:00,69.41666666666666,70.87499999999997,130.08333333333334,161,83.70833333333331,298.70833333333326,55.12499999999999,53.08333333333333,42,74.66666666666664
2022/9/2 10:00,60.95833333333333,71.16666666666666,143.79166666666669,163.04166666666666,90.41666666666664,316.4166666666666,61.83333333333332,60.66666666666666,38.49999999999999,69.70833333333331
2022/9/2 11:00,59.49999999999999,73.79166666666667,157.20833333333331,124.54166666666664,108.20833333333331,213.66666666666663,44.62499999999999,55.708333333333336,34.416666666666664,72.62499999999997
2022/9/2 12:00,54.83333333333333,59.208333333333314,200.9583333333333,145.8333333333333,138.54166666666666,283.62499999999994,50.45833333333333,73.49999999999999,51.91666666666666,72.04166666666664
2022/9/2 13:00,53.66666666666666,65.33333333333331,150.49999999999997,133.29166666666663,93.33333333333331,318.7916666666666,49.29166666666666,74.08333333333331,43.75,69.12499999999999
2022/9/2 14:00,56.29166666666666,76.41666666666666,135.04166666666663,131.83333333333334,84,318.125,56.87499999999999,66.5,42.58333333333332,68.83333333333331
2022/9/2 15:00,51.33333333333332,81.66666666666667,159.25,113.75,89.83333333333333,245.375,46.66666666666666,67.66666666666664,39.66666666666666,66.79166666666666
2022/9/2 16:00,54.24999999999999,74.08333333333333,152.54166666666663,129.5,87.49999999999999,264.6666666666666,45.79166666666666,68.83333333333333,38.5,68.24999999999999
2022/9/2 17:00,53.37499999999999,61.54166666666666,157.79166666666666,122.79166666666664,85.16666666666664,263.6666666666666,48.12499999999999,61.54166666666666,36.16666666666666,58.91666666666666
2022/9/2 18:00,59.20833333333332,47.833333333333336,122.5,124.25,61.83333333333332,257.6666666666667,50.74999999999999,53.95833333333333,35,51.62499999999999
2022/9/2 19:00,69.125,60.08333333333333,95.08333333333331,129.50000000000003,52.49999999999999,261.37499999999994,56.87499999999999,39.08333333333333,22.166666666666664,70.875
2022/9/2 20:00,101.49999999999996,58.04166666666667,81.95833333333333,137.375,38.20833333333332,298.79166666666663,62.41666666666666,41.12499999999999,23.91666666666666,73.49999999999999
